order_id,product_id,quantity,sales_amount
O01947,P00429,1,672.30
O01948,P00436,2,1396.40
O01948,P00449,3,2238.90
O01949,P00443,3,2172.30
O01949,P00456,1,772.20
O01949,P00469,2,1640.60
O01950,P00450,1,750.00
O01951,P00457,2,1551.80
O01951,P00470,3,2472.00
O01952,P00464,3,2405.40
O01952,P00477,1,849.90
O01952,P00490,2,1796.00
O01953,P00471,1,827.70
O01954,P00478,2,1707.20
O01954,P00491,3,2705.10
O01955,P00485,3,2638.50
O01955,P00498,1,927.60
O01955,P00511,2,101.40
O01956,P00492,1,905.40
O01957,P00499,2,1862.60
O01957,P00512,3,163.20
O01958,P00506,3,96.60
O01958,P00519,1,80.30
O01958,P00532,2,256.80
O01959,P00513,1,58.10
O01960,P00520,2,168.00
O01960,P00533,3,396.30
O01961,P00527,3,329.70
O01961,P00540,1,158.00
O01961,P00553,2,412.20
O01962,P00534,1,135.80
O01963,P00541,2,323.40
O01963,P00554,3,629.40
O01964,P00548,3,562.80
O01964,P00561,1,235.70
O01964,P00574,2,567.60
O01965,P00555,1,213.50
O01966,P00562,2,478.80
O01966,P00575,3,862.50
O01967,P00569,3,795.90
O01967,P00582,1,313.40
O01967,P00595,2,723.00
O01968,P00576,1,291.20
O01969,P00583,2,634.20
O01969,P00596,3,1095.60
O01970,P00590,3,1029.00
O01970,P00603,1,391.10
O01970,P00616,2,878.40
O01971,P00597,1,368.90
O01972,P00604,2,789.60
O01972,P00617,3,1328.70
O01973,P00611,3,1262.10
O01973,P00624,1,468.80
O01973,P00637,2,1033.80
O01974,P00618,1,446.60
O01975,P00625,2,945.00
O01975,P00638,3,1561.80
O01976,P00632,3,1495.20
O01976,P00645,1,546.50
O01976,P00658,2,1189.20
O01977,P00639,1,524.30
O01978,P00646,2,1100.40
O01978,P00659,3,1794.90
O01979,P00653,3,1728.30
O01979,P00666,1,624.20
O01979,P00679,2,1344.60
O01980,P00660,1,602.00
O01981,P00667,2,1255.80
O01981,P00680,3,2028.00
O01982,P00674,3,1961.40
O01982,P00687,1,701.90
O01982,P00700,2,1500.00
O01983,P00681,1,679.70
O01984,P00688,2,1411.20
O01984,P00701,3,2261.10
O01985,P00695,3,2194.50
O01985,P00708,1,779.60
O01985,P00721,2,1655.40
O01986,P00702,1,757.40
O01987,P00709,2,1566.60
O01987,P00722,3,2494.20
O01988,P00716,3,2427.60
O01988,P00729,1,857.30
O01988,P00742,2,1810.80
O01989,P00723,1,835.10
O01990,P00730,2,1722.00
O01990,P00743,3,2727.30
O01991,P00737,3,2660.70
O01991,P00750,1,10.00
O01991,P00763,2,116.20
O01992,P00744,1,912.80
O01993,P00751,2,27.40
O01993,P00764,3,185.40
O01994,P00758,3,118.80
O01994,P00771,1,87.70
O01994,P00784,2,271.60
O01995,P00765,1,65.50
O01996,P00772,2,182.80
O01996,P00785,3,418.50
O01997,P00779,3,351.90
O01997,P00792,1,165.40
O01997,P00805,2,427.00
O01998,P00786,1,143.20
O01999,P00793,2,338.20
O01999,P00806,3,651.60
O02000,P00800,3,585.00
O02000,P00813,1,243.10
O02000,P00826,2,582.40
O09001,P00005,2,57.00
O09002,P00006,1,32.20
O09003,P00001,1,13.70
